DateTime,DistrictCoolingFacility,DistrictHeatingFacility,DrybulbTemperatureHourly,ElectricityFacility,ZONE10OperativeTemperature,ZONE1OperativeTemperature,ZONE2OperativeTemperature,ZONE3OperativeTemperature,ZONE4OperativeTemperature,ZONE5OperativeTemperature,ZONE6OperativeTemperature,ZONE7OperativeTemperature,ZONE8OperativeTemperature
1546866000,0,7315834.104,11.88194444,56613.73109,19.44832515,19.15575178,13.49855857,18.95119922,19.31797793,18.2861227,19.67529728,18.94088842,23.65170346
1546869600,0,0,12.50385802,56613.73109,18.73159718,18.1614767,13.55327166,17.77621114,18.45888554,18.28931819,19.03262693,17.73410761,23.08674839
1546873200,0,0,12.34375,56613.73109,18.40310449,17.79338165,13.56734936,17.46914187,18.25649916,18.25792726,18.73273594,17.36049065,22.17622695
1546876800,0,0,11.22723765,1357659.559,18.59681262,17.64890309,13.52091578,17.35862429,18.1576228,18.18074098,18.58333432,17.22240896,21.61444645
1546880400,0,11258076.29,9.954089506,1457859.892,19.40275488,18.99458882,13.46255348,18.83268101,19.21086497,19.26181331,19.46321876,18.78063459,21.23960201
1546884000,0,10177324.06,8.37962963,1727507.273,19.44163181,19.06690431,13.39473319,18.9255644,19.25245527,19.34845691,19.48707931,18.87313377,20.89442777
1546887600,0,10547784.01,6.771604938,3524012.411,19.45907531,19.10028863,13.32251351,18.96570408,19.26397123,19.38232379,19.4888912,18.89593763,20.83465775
1546891200,0,10819210.28,5.501929012,3624212.744,19.47155745,19.11736617,13.26042612,18.99074685,19.27014832,19.40295538,19.48738384,18.90974255,20.61290772
1546894800,0,11056662.76,4.676311728,3624212.744,19.48139483,19.12895112,13.21021698,19.00938246,19.27423867,19.41748638,19.4848784,18.91999825,20.4044352
1546898400,0,2680425.754,4.119212963,3411047.712,18.63598179,17.90568089,13.17081315,17.71133621,18.15431468,19.42838122,18.51059122,17.37284021,20.23951855
1546902000,0,207951.1233,3.65316358,156814.0642,18.03990496,17.40242844,13.13455663,17.26926871,17.92443642,18.29010911,18.17966815,16.95492863,19.84582444
