DateTime,DistrictCoolingFacility,DistrictHeatingFacility,DrybulbTemperatureHourly,ElectricityFacility,ZONE10OperativeTemperature,ZONE1OperativeTemperature,ZONE2OperativeTemperature,ZONE3OperativeTemperature,ZONE4OperativeTemperature,ZONE5OperativeTemperature,ZONE6OperativeTemperature,ZONE7OperativeTemperature,ZONE8OperativeTemperature
1577840400,0,277268.1644,12.74166667,56613.73109,18.35732802,18.24100369,16.29003109,18.26885889,18.39700408,18.62665437,18.32684846,17.84622343,17.17068238
1577844000,0,277268.1644,13.08333333,56613.73109,18.35525822,18.25903308,16.30856306,18.2715128,18.41592338,18.62564888,18.35243582,17.86739237,17.2725112
1577847600,0,277268.1644,12.94166667,56613.73109,18.32621295,18.2295027,16.30994163,18.24293234,18.39441606,18.59512306,18.32798459,17.83709109,17.23046844
1577851200,0,277268.1644,12.84166667,56613.73109,18.30001034,18.20335725,16.30835245,18.21728047,18.37565585,18.56907587,18.3065464,17.80966582,17.19134044
1577854800,0,1829246.502,12.8,56613.73109,18.2767769,18.1793872,16.30590014,18.19419567,18.35826582,19.43997971,18.28735639,17.78375845,17.14839546
1577858400,0,10255956.6,12.68333333,56613.73109,19.32226836,19.25532315,16.30067999,19.24270871,19.30636705,19.49432142,19.27888946,19.05527306,18.7614106
1577862000,0,11367994.16,12.65833333,2239659.308,19.37874621,19.32795715,16.29674727,19.30644688,19.34971494,19.52686056,19.33912149,19.12776631,18.87475157
1577865600,0,3932288.531,12.81666667,2103439.589,18.60542454,18.74161892,16.30037193,18.66792531,18.56537932,19.54854207,18.78509681,18.13541315,17.78005389
1577869200,0,3911901.526,13.01666667,1871940.502,18.33980448,18.5975778,16.30937248,18.53334913,18.44222121,19.56261694,18.53886367,17.90086538,17.59470492
1577872800,0,0,13.275,56613.73109,18.32351323,18.38540515,16.32342821,18.33445801,18.44123985,18.9498651,18.37466562,17.89515909,17.49764393
1577876400,0,0,13.575,56613.73109,18.32215782,18.33037604,16.34221996,18.28137375,18.44863409,18.72107107,18.33115809,17.90389566,17.53361552
1577880000,0,7711306.667,13.81666667,56613.73109,19.32968263,19.31810441,16.35750924,19.26848563,19.34123533,18.69640371,19.32269318,19.11091753,18.95058428
1577883600,0,7242115.788,13.95833333,56613.73109,19.38448265,19.3611595,16.36782455,19.31468807,19.38254289,18.68102101,19.36319912,19.17355658,19.02956614
1577887200,0,0,14,56613.73109,18.70031552,18.61919162,16.37263367,18.53428454,18.66395913,18.66470175,18.64402622,18.28182559,17.94192259
1577890800,0,0,13.88333333,56613.73109,18.3910563,18.36172808,16.36830468,18.31756839,18.49737483,18.63783364,18.36858726,17.98489102,17.60410544
1577894400,0,0,13.625,1357659.559,18.70315035,18.2932802,16.35438713,18.26276469,18.44074091,18.60122574,18.30505424,17.90901465,17.43593604
1577898000,0,8824066.996,13.26666667,1457859.892,19.39005517,19.27968972,16.32316622,19.25415929,19.31984124,19.4382547,19.28573401,19.08216246,18.81106694
1577901600,0,8413322.24,12.75,1727507.273,19.4241689,19.31962146,16.28656798,19.29865765,19.35455025,19.49071169,19.33018981,19.13996336,18.86189626
1577905200,0,7956158.68,12.61666667,3524012.411,19.4443364,19.35039972,16.26637894,19.32816024,19.36837358,19.51999108,19.34755508,19.16002189,18.90129583
1577908800,0,7766795.894,12.40833333,3624212.744,19.45993352,19.36730916,16.2526766,19.34650924,19.37770411,19.5380556,19.35919311,19.17379635,18.91912459
1577912400,0,7722676.803,12.2,3624212.744,19.47231709,19.37883879,16.23385773,19.35990808,19.38444703,19.55079363,19.36747584,19.18412588,18.92797803
1577916000,0,1647601.48,12.14166667,3411047.712,19.05788707,18.71756717,16.22304712,18.67060028,18.58803556,19.5608213,18.65956426,18.19137458,17.86533023
1577919600,0,207951.1233,12.04166667,156814.0642,18.50605299,18.34133348,16.21416372,18.34490281,18.44454374,18.87264033,18.38346788,17.92414301,17.4265601
1577923200,0,277268.1644,11.825,56613.73109,18.35958758,18.25244531,16.20790682,18.27009122,18.39903167,18.62908862,18.32027189,17.86103824,17.29646535
1577926800,0,277268.1644,11.35,56613.73109,18.2800281,18.1576436,16.18345946,18.196275,18.32435145,18.54948738,18.23825573,17.76394928,17.05611578
1577930400,0,277268.1644,11.1,56613.73109,18.21045675,18.09701704,16.14640737,18.14692124,18.28064909,18.4939633,18.1852557,17.70205355,16.92862116
1577934000,0,277268.1644,11.1,56613.73109,18.17812304,18.09262876,16.1328126,18.13378535,18.28361601,18.47052815,18.18250376,17.69995758,16.99371633
1577937600,0,277268.1644,11.04166667,56613.73109,18.14925605,18.06376731,16.13039409,18.10611895,18.26254108,18.44140111,18.15875166,17.66960434,16.94808276
1577941200,0,2218599.079,10.94166667,56613.73109,18.11979769,18.03592693,16.12281058,18.07942932,18.24267751,19.40728643,18.13495064,17.63974933,16.90275985
1577944800,0,12432428.94,10.84166667,56613.73109,19.28007936,19.21349003,16.11427176,19.20964012,19.27281977,19.47151044,19.23776967,19.01289464,18.67229271
1577948400,0,12553270.85,10.8,2198141.554,19.34927796,19.29759482,16.10600415,19.2831936,19.32205641,19.5061892,19.30943756,19.09643685,18.79869601
1577952000,0,4121308.719,11.03333333,2072339.448,18.47492422,18.61349773,16.10841771,18.56099123,18.47478232,19.53006765,18.65519504,18.02132662,17.58140215
1577955600,0,4068399.63,11.55,1871940.502,18.20949493,18.47134057,16.12805612,18.41965765,18.36275189,19.5464292,18.41401053,17.80052727,17.47166283
1577959200,0,0,12.03333333,56613.73109,18.20469443,18.27452718,16.15270035,18.23265152,18.37230727,18.82389491,18.26526965,17.80855523,17.41765257
1577962800,0,0,12.375,56613.73109,18.20642693,18.24086969,16.17385686,18.19568838,18.38080602,18.62814354,18.23639603,17.81911669,17.47158459
1577966400,0,8312857.93,12.675,56613.73109,19.29943903,19.29869701,16.19127208,19.24539119,19.32449815,18.6047651,19.29605042,19.09270751,18.94879836
1577970000,0,7752441.637,12.85833333,56613.73109,19.36150471,19.34520252,16.2032492,19.29530613,19.36828291,18.5893577,19.34596587,19.15900554,19.02843922
1577973600,0,0,12.9,56613.73109,18.57972935,18.52619289,16.20599235,18.44613496,18.59579806,18.57130054,18.54231706,18.18848884,17.87231756
1577977200,0,0,12.78333333,56613.73109,18.28546489,18.27971395,16.20042519,18.23801292,18.43344558,18.54200214,18.28086078,17.90602975,17.53825021
1577980800,0,0,12.46666667,1357659.559,18.56624878,18.20600911,16.18252452,18.18022045,18.37463241,18.50252156,18.21144959,17.82437011,17.36712136
1577984400,0,10331403.22,12.18333333,1457859.892,19.36741779,19.26154824,16.16279573,19.23327854,19.30800424,19.41161078,19.26645026,19.06686254,18.8372749
1577988000,0,8771745.625,11.925,1727507.273,19.40666656,19.3102814,16.14642447,19.28167071,19.3465294,19.47265054,19.31826369,19.132838,18.8980695
1577991600,0,8380393.046,11.625,3524012.411,19.42951953,19.34109191,16.12892379,19.31191782,19.3601056,19.50325453,19.33590511,19.15262652,18.93318039
1577995200,0,8081592.047,11.5,3624212.744,19.44671528,19.36253998,16.11287772,19.33236208,19.37312139,19.52357824,19.35141793,19.17114094,18.96884378
1577998800,0,7958792.826,11.38333333,3624212.744,19.46147408,19.37638215,16.10379919,19.34693152,19.381638,19.53762601,19.36169025,19.18404952,18.98700034
1578002400,0,1770312.182,11.00833333,3411047.712,18.94935688,18.62096148,16.08696982,18.57277945,18.52548236,19.5460837,18.54837267,18.09559819,17.85970511
1578006000,0,207951.1233,10.33333333,156814.0642,18.37595068,18.20768863,16.04565972,18.23185361,18.33575575,18.76470683,18.24593879,17.79136912,17.19510886
1578009600,0,277268.1644,10.40833333,56613.73109,18.22148896,18.12074564,16.01915659,18.16000407,18.2951069,18.51234956,18.18174096,17.72862444,17.07595822
1578013200,0,277268.1644,10.64166667,56613.73109,18.18714777,18.10701159,16.02104243,18.13881643,18.28960502,18.47835449,18.17670027,17.71843899,17.10112507
1578016800,0,277268.1644,10.425,56613.73109,18.1386974,18.05823024,16.01183797,18.09607569,18.25368468,18.42988829,18.13548647,17.66927712,17.01235706
1578020400,0,277268.1644,10.00833333,56613.73109,18.07429819,17.98083626,15.9844496,18.03580787,18.19195359,18.37047341,18.06736297,17.58810809,16.8176152
1578024000,0,277268.1644,9.975,56613.73109,18.02770597,17.94322043,15.95932482,18.002952,18.16527759,18.33462959,18.0348748,17.54835894,16.74642528
1578027600,0,2352226.249,10.21666667,56613.73109,18.01205483,17.94425669,15.9555803,17.99563968,18.17016099,19.37286284,18.03855024,17.54852539,16.78512741
1578031200,0,13010214.65,10.3,56613.73109,19.24465756,19.18709884,15.95847547,19.18064961,19.24961933,19.44851405,19.20978002,18.98686946,18.65299221
1578034800,0,13025226.9,10.3,2202949.404,19.32232015,19.27554745,15.95860835,19.25929447,19.30294172,19.48481657,19.28577463,19.07473856,18.78351379
1578038400,0,4202997.026,10.59166667,2072339.448,18.41100915,18.55436287,15.9660555,18.50174803,18.4260886,19.50948929,18.59395854,17.96429147,17.52771383
1578042000,0,4162932.822,10.975,1871940.502,18.12841146,18.38682236,15.98285571,18.34394144,18.2949973,19.52504538,18.32833559,17.71783868,17.3455037
1578045600,0,0,11.33333333,56613.73109,18.11090665,18.17810927,15.99924448,18.15128405,18.29229595,18.75540925,18.16630758,17.70898737,17.2465135
1578049200,0,0,11.79166667,56613.73109,18.11405916,18.15343524,16.020382,18.11749562,18.30820024,18.55424882,18.14557222,17.72872615,17.33436203
1578052800,0,8749623.892,12.23333333,56613.73109,19.26943703,19.26642295,16.04298423,19.21929132,19.30162341,18.53747117,19.26381199,19.05719251,18.92136174
1578056400,0,7974351.858,12.63333333,56613.73109,19.33712149,19.32907535,16.06563384,19.27316206,19.35312959,18.53388148,19.32790664,19.14263524,19.04481564
1578060000,0,0,12.85833333,56613.73109,18.54059424,18.49913219,16.08131385,18.40573148,18.56988474,18.52574319,18.51111848,18.1618394,17.91956326
1578063600,0,0,12.84166667,56613.73109,18.24471628,18.25059924,16.08403074,18.19518246,18.40602829,18.50190733,18.2476531,17.87667554,17.57560573
1578067200,0,0,12.50833333,1357659.559,18.52609343,18.16845962,16.06767072,18.13324183,18.339503,18.46135321,18.17148625,17.78622363,17.36461284
1578070800,0,10636728.84,12.18333333,1457859.892,19.34424022,19.23868373,16.04468399,19.20904396,19.28794774,19.38900035,19.24275909,19.04339327,18.8214491
1578074400,0,9081321.304,11.925,1727507.273,19.38302165,19.28872117,16.02624375,19.25872661,19.32657803,19.45208441,19.29552715,19.11063443,18.87594365
1578078000,0,8656581.331,11.625,3524012.411,19.40604402,19.32106966,16.00725146,19.29011764,19.34173529,19.48372731,19.3148116,19.13226939,18.91662548
1578081600,0,8484067.96,11.325,3624212.744,19.42343332,19.33907287,15.98823995,19.30973932,19.3519193,19.50355721,19.32767037,19.14718179,18.93445459
1578085200,0,8467556.03,11.025,3624212.744,19.43737464,19.35120028,15.96871659,19.3240541,19.35905185,19.51749225,19.3366721,19.15812299,18.94200939
1578088800,0,1841287.217,10.66666667,3411047.712,18.90252872,18.58959113,15.94675483,18.54185881,18.49201417,19.52770807,18.51798819,18.06797446,17.81663932
1578092400,0,207951.1233,10.325,156814.0642,18.32093991,18.17317007,15.92262919,18.19212257,18.30922657,18.73483712,18.20482729,17.75744632,17.21502615
1578096000,0,277268.1644,9.5,56613.73109,18.14621076,18.04866541,15.88022105,18.09105797,18.23402677,18.44367183,18.10541105,17.65559843,17.00379514
1578099600,0,277268.1644,8.241666667,56613.73109,18.02078486,17.93525471,15.81556501,18.00004076,18.1522589,18.32859752,17.99846339,17.54262157,16.79841748
1578103200,0,277268.1644,6.941666667,56613.73109,17.89852009,17.8243889,15.74312723,17.9125259,18.07119857,18.22162716,17.89182751,17.43004811,16.59109011
1578106800,0,277268.1644,5.991666667,56613.73109,17.79193602,17.72859342,15.67546623,17.83733171,18.00105392,18.13103632,17.79979746,17.33105057,16.4056011
1578110400,0,277268.1644,5.233333333,56613.73109,17.70031557,17.64560034,15.61300473,17.77166909,17.93954496,18.05373926,17.720969,17.2437603,16.24155241
